"State","County","Collection Date","Date Detected","HPAI Strain","Bird Species","WOAH Classification","Sampling Method","Submitting Agency"
"Pennsylvania","Berks","01/09/2023","01/13/2023","EA/AM H5N1","Mute swan","Wild bird","Morbidity/Mortality","PA Game Commission"
"Pennsylvania","Berks","12/19/2022","01/13/2023","EA/AM H5N1","Bald eagle","Wild bird","Morbidity/Mortality","PA Game Commission"
"Wyoming","Johnson","01/02/2023","01/13/2023","EA/AM H5N1","Canada goose","Wild bird","Morbidity/Mortality","WY GFD"
"Wyoming","Fremont","01/09/2023","01/13/2023","EA/AM H5N1","Great horned owl","Wild bird","Morbidity/Mortality","WY GFD"
"California","San Joaquin","12/21/2022","01/13/2023","EA/AM H5N1","Cackling goose","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","San Joaquin","12/21/2022","01/13/2023","EA/AM H5N1","Greater white-fronted goose","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","San Joaquin","12/21/2022","01/13/2023","EA H5N1","Greater white-fronted goose","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","San Joaquin","12/21/2022","01/13/2023","EA/AM H5N1","Herring gull","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","San Joaquin","12/21/2022","01/13/2023","EA H5N1","Herring gull","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","San Joaquin","12/21/2022","01/13/2023","EA/AM H5N1","Herring gull","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"Oklahoma","Rogers","Unknown","01/13/2023","EA H5N1","Bald eagle","Wild bird","Morbidity/Mortality","Private (non-government) submission"
"Utah","Cache","12/21/2022","01/13/2023","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","UT DWR"
"Utah","Cache","12/21/2022","01/13/2023","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","UT DWR"
"Utah","Weber","01/06/2023","01/13/2023","EA/AM H5N1","Goose (unidentified)","Wild bird","Morbidity/Mortality","UT DWR"
"Utah","Cache","01/06/2023","01/13/2023","EA/AM H5N1","Goose (unidentified)","Wild bird","Morbidity/Mortality","UT DWR"
"Utah","Weber","01/06/2023","01/13/2023","EA/AM H5N1","Goose (unidentified)","Wild bird","Morbidity/Mortality","UT DWR"
"Utah","Weber","01/06/2023","01/13/2023","EA/AM H5N1","Goose (unidentified)","Wild bird","Morbidity/Mortality","UT DWR"
"Utah","Weber","01/06/2023","01/13/2023","EA/AM H5N1","Goose (unidentified)","Wild bird","Morbidity/Mortality","UT DWR"
"Utah","Weber","01/06/2023","01/13/2023","EA/AM H5N1","Goose (unidentified)","Wild bird","Morbidity/Mortality","UT DWR"
"Utah","Weber","01/06/2023","01/13/2023","EA/AM H5N1","Goose (unidentified)","Wild bird","Morbidity/Mortality","UT DWR"
"Utah","Davis","01/06/2023","01/13/2023","EA/AM H5N1","Crow (unidentified)","Wild bird","Morbidity/Mortality","UT DWR"
"Maine","Penobscot","12/28/2022","01/12/2023","EA/AM H5N1","Mallard","Wild bird","Live bird","NWDP"
"Alabama","Jackson","12/29/2022","01/12/2023","EA H5N1","Gadwall","Wild bird","Hunter harvest","NWDP"
"Nebraska","Douglas","01/04/2023","01/12/2023","EA/AM H5N1","Canada goose","Wild bird","Agency harvest","NWDP"
"Texas","Hale","12/30/2022","01/12/2023","EA H5","American wigeon","Wild bird","Hunter harvest","NWDP"
"California","Fresno","12/17/2022","01/12/2023","EA H5N1","Northern shoveler","Wild bird","Hunter harvest","NWDP"
"Wyoming","Hot Springs","01/03/2023","01/12/2023","EA/AM H5N1","Common goldeneye","Wild bird","Morbidity/Mortality","WY GFD"
"Wyoming","Park","12/27/2022","01/12/2023","EA/AM H5N1","Canada goose","Wild bird","Morbidity/Mortality","WY GFD"
"Wyoming","Park","01/03/2023","01/12/2023","EA/AM H5N1","Great horned owl","Wild bird","Morbidity/Mortality","WY GFD"
"Wyoming","Park","01/05/2023","01/12/2023","EA/AM H5N1","Red-tailed hawk","Wild bird","Morbidity/Mortality","WY GFD"
"Oregon","Clatsop","01/03/2023","01/12/2023","EA/AM H5N1","Sanderling","Wild bird","Morbidity/Mortality","OR DFW"
"Oregon","Deschutes","01/04/2023","01/12/2023","EA/AM H5N1","Sharp-shinned hawk","Wild bird","Morbidity/Mortality","OR DFW"
"Oregon","Crook","01/04/2023","01/12/2023","EA/AM H5N1","Canada goose","Wild bird","Morbidity/Mortality","OR DFW"
"Oregon","Clatsop","01/04/2023","01/12/2023","EA H5N1","Gull (unidentified)","Wild bird","Morbidity/Mortality","OR DFW"
"Oregon","Deschutes","01/04/2023","01/12/2023","EA/AM H5N1","Great horned owl","Wild bird","Morbidity/Mortality","OR DFW"
"Kansas","Marion","12/21/2022","01/12/2023","EA H5N1","Greater white-fronted goose","Wild Bird","Morbidity/Mortality","SCWDS"
"Kansas","Marion","12/21/2022","01/12/2023","EA H5N1","Greater white-fronted goose","Wild Bird","Morbidity/Mortality","SCWDS"
"Kansas","Marion","12/21/2022","01/12/2023","EA/AM H5N1","Greater white-fronted goose","Wild Bird","Morbidity/Mortality","SCWDS"
"Kansas","Marion","12/21/2022","01/12/2023","EA H5N1","Mallard","Wild Bird","Morbidity/Mortality","SCWDS"
"Georgia","Peach","11/03/2022","01/12/2023","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","SCWDS"
"Tennessee","Hamblen","12/29/2022","01/12/2023","EA/AM H5N1","Bald eagle","Wild bird","Morbidity/Mortality","SCWDS"
"California","Merced","12/16/2022","01/12/2023","EA/AM H5N1","Ross's goose","Wild Bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","Merced","12/16/2022","01/12/2023","EA/AM H5N1","Snow goose","Wild Bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","Merced","12/16/2022","01/12/2023","EA/AM H5N1","Gull (unidentified)","Wild Bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","Sonoma","12/19/2022","01/12/2023","EA/AM H5N1","Bufflehead","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","Sonoma","12/19/2022","01/12/2023","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","Sonoma","12/19/2022","01/12/2023","EA/AM H5N1","Turkey vulture","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","Mendocino","12/19/2022","01/12/2023","EA/AM H5N1","Common raven","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","Mendocino","12/19/2022","01/12/2023","EA/AM H5N1","Canada goose","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","Mendocino","12/19/2022","01/12/2023","EA/AM H5N1","California gull","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","San Joaquin","12/19/2022","01/12/2023","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"Oregon","Clatsop","01/04/2023","01/12/2023","EA/AM H5N1","Red-necked phalarope","Wild bird","Morbidity/Mortality","OR DFW"
"Montana","Park","Unknown","01/12/2023","EA H5N1","Bald eagle","Wild bird","Morbidity/Mortality","MT FWP"
"Montana","Gallatin","Unknown","01/12/2023","EA/AM H5N1","Red-tailed hawk","Wild bird","Morbidity/Mortality","MT FWP"
"Montana","Yellowstone","Unknown","01/12/2023","EA H5N1","Red-tailed hawk","Wild bird","Morbidity/Mortality","MT FWP"
"North Carolina","Camden","12/30/2022","01/12/2023","EA/AM H5N1","Bald eagle","Wild bird","Morbidity/Mortality","SCWDS"
"North Carolina","Dare","12/21/2022","01/12/2023","EA H5N1","Bufflehead","Wild bird","Morbidity/Mortality","SCWDS"
"North Carolina","Jones","12/28/2022","01/12/2023","EA H5N1","Bald eagle","Wild bird","Morbidity/Mortality","SCWDS"
"North Carolina","Hyde","12/20/2022","01/12/2023","EA H5N1","Brown pelican","Wild bird","Morbidity/Mortality","SCWDS"
"Oregon","Lincoln","01/04/2023","01/12/2023","EA H5N1","Gull (unidentified)","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Michigan","Hillsdale","01/05/2023","01/12/2023","EA/AM H5N1","Bald eagle","Wild bird","Morbidity/Mortality","MI DNR"
"Michigan","Isabella","01/05/2023","01/12/2023","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","MI DNR"
"Michigan","Isabella","01/05/2023","01/12/2023","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","MI DNR"
"Tennessee","Hamilton","12/28/2022","01/11/2023","EA H5N1","Peafowl (unidentified)","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"North Carolina","Hyde","12/31/2022","01/10/2023","EA/AM H5N1","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"North Carolina","Hyde","12/31/2022","01/10/2023","EA/AM H5N1","American wigeon","Wild bird","Hunter harvest","NWDP"
"Alaska","Southeast Fairbanks","09/02/2022","01/10/2023","EA H5","Northern pintail","Wild bird","Hunter harvest","NWDP"
"Alaska","Southeast Fairbanks","09/02/2022","01/10/2023","EA/AM H5N1","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"Washington","Franklin","12/29/2022","01/10/2023","EA H5N1","Mallard","Wild bird","Hunter harvest","NWDP"
"New York","Saratoga","12/30/2022","01/10/2023","EA/AM H5N1","Barred owl","Wild bird","Morbidity/Mortality","NY DEC"
"New York","Suffolk","12/30/2022","01/10/2023","EA/AM H5N1","Bald eagle","Wild bird","Morbidity/Mortality","NY DEC"
"New York","Tompkins","01/04/2023","01/10/2023","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","NY DEC"
"Wyoming","Laramie","12/23/2022","01/10/2023","EA H5N1","Great horned owl","Wild bird","Morbidity/Mortality","WY GFD"
"Colorado","Larimer","01/03/2023","01/10/2023","EA H5N1","Goose (unidentified)","Wild bird","Morbidity/Mortality","Private (non-government) submission"
"North Carolina","Wake","01/04/2023","01/10/2023","EA/AM H5N1","Vulture (unidentified)","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"California","Solano","01/03/2023","01/10/2023","EA H5N1","Muscovy duck","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"Colorado","Montrose","01/04/2023","01/10/2023","EA/AM H5N1","Canada goose","Wild bird","Morbidity/Mortality","CO Parks & Wildlife"
"Colorado","Pueblo","01/01/2023","01/10/2023","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","CO Parks & Wildlife"
"Colorado","Mesa","12/28/2022","01/10/2023","EA/AM H5N1","Goose (unidentified)","Wild bird","Morbidity/Mortality","CO Parks & Wildlife"
"Colorado","Arapahoe","01/04/2023","01/10/2023","EA/AM H5N1","Canada goose","Wild bird","Morbidity/Mortality","CO Parks & Wildlife"
"Colorado","Saguache","01/04/2023","01/10/2023","EA/AM H5N1","Canada goose","Wild bird","Morbidity/Mortality","CO Parks & Wildlife"
"Colorado","El Paso","01/03/2023","01/10/2023","EA/AM H5N1","Canada goose","Wild bird","Morbidity/Mortality","CO Parks & Wildlife"
"California","Solano","01/03/2023","01/10/2023","EA H5N1","Muscovy duck","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"Iowa","Black Hawk","01/05/2023","01/10/2023","EA/AM H5N1","American crow","Wild bird","Morbidity/Mortality","IA DNR"
"Iowa","Black Hawk","01/05/2023","01/10/2023","EA/AM H5N1","American crow","Wild bird","Morbidity/Mortality","IA DNR"
"Iowa","Black Hawk","01/05/2023","01/10/2023","EA/AM H5N1","American crow","Wild bird","Morbidity/Mortality","IA DNR"
"Iowa","Black Hawk","01/05/2023","01/10/2023","EA/AM H5N1","American crow","Wild bird","Morbidity/Mortality","IA DNR"
"Iowa","Black Hawk","01/05/2023","01/10/2023","EA/AM H5N1","American crow","Wild bird","Morbidity/Mortality","IA DNR"
"Iowa","Black Hawk","01/05/2023","01/10/2023","EA/AM H5N1","American crow","Wild bird","Morbidity/Mortality","IA DNR"
"Iowa","Black Hawk","01/05/2023","01/10/2023","EA/AM H5N1","American crow","Wild bird","Morbidity/Mortality","IA DNR"
"Colorado","Larimer","01/04/2023","01/10/2023","EA H5N1","Red-tailed hawk","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Colorado","Larimer","01/04/2023","01/10/2023","EA H5N1","Red-tailed hawk","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Colorado","Larimer","01/16/2023","01/10/2023","EA H5N1","Great horned owl","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Colorado","Larimer","01/19/2023","01/10/2023","EA/AM H5N1","Red-tailed hawk","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Colorado","Weld","01/16/2023","01/10/2023","EA H5N1","Great horned owl","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Alaska","Southeast Fairbanks","09/02/2022","01/10/2023","EA/AM H5N1","Northern pintail","Wild bird","Hunter harvest","NWDP"
"Alaska","Southeast Fairbanks","09/02/2022","01/10/2023","EA/AM H5N1","Northern pintail","Wild bird","Hunter harvest","NWDP"
"Alaska","Southeast Fairbanks","09/02/2022","01/10/2023","EA/AM H5N1","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"Iowa","Webster","12/29/2022","01/09/2023","EA H5N1","Bald eagle","Wild bird","Morbidity/Mortality","IA DNR"
"California","Lassen","12/15/2022","01/09/2023","EA/AM H5N1","Western grebe","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","Lassen","12/15/2022","01/09/2023","EA/AM H5N1","Eared grebe","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","Lassen","12/15/2022","01/09/2023","EA/AM H5N1","Eared grebe","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","Contra Costa","12/14/2022","01/09/2023","EA/AM H5N1","Turkey vulture","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","Contra Costa","12/14/2022","01/09/2023","EA/AM H5N1","Red-tailed hawk","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","Contra Costa","12/14/2022","01/09/2023","EA/AM H5N1","Great horned owl","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","Alameda","12/14/2022","01/09/2023","EA/AM H5N1","Red-tailed hawk","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","San Diego","12/15/2022","01/09/2023","EA/AM H5N1","Brant","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","San Diego","12/15/2022","01/09/2023","EA/AM H5N1","Red-tailed hawk","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","Colusa","12/14/2022","01/09/2023","EA/AM H5N1","Red-tailed hawk","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","Napa","12/15/2022","01/09/2023","EA/AM H5N1","Turkey vulture","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","Placer","12/14/2022","01/09/2023","EA H5N1","Turkey vulture","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","Placer","12/14/2022","01/09/2023","EA H5N1","Red-tailed hawk","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"California","Solano","12/14/2022","01/09/2023","EA H5N1","Common raven","Wild bird","Morbidity/Mortality","CA DFW/CAHFS"
"South Dakota","Pennington","12/28/2022","01/09/2023","EA/AM H5N1","Canada goose","Wild bird","Morbidity/Mortality","SD GFP"
"South Dakota","Pennington","12/28/2022","01/09/2023","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","SD GFP"
"South Dakota","Fall River","12/29/2022","01/09/2023","EA/AM H5N1","Canada goose","Wild bird","Morbidity/Mortality","SD GFP"
"South Dakota","Butte","12/28/2022","01/09/2023","EA/AM H5N1","Hawk (unidentified)","Wild bird","Morbidity/Mortality","SD GFP"
"South Dakota","Pennington","12/28/2022","01/09/2023","EA H5N1","Ring-necked duck","Wild bird","Morbidity/Mortality","SD GFP"
"Idaho","Canyon","12/16/2022","01/09/2023","EA/AM H5N1","Mallard","Wild bird","Morbidity/Mortality","NWDP"
"Nebraska","Cheyenne","01/03/2023","01/09/2023","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","Private (non-government) submission"
"Wyoming","Platte","10/30/2022","01/09/2023","EA/AM H5N1","Hawk (unidentified)","Wild bird","Morbidity/Mortality","WY GFD"
"Wyoming","Platte","10/30/2022","01/09/2023","EA/AM H5N1","Canada goose","Wild bird","Morbidity/Mortality","WY GFD"
"Wyoming","Platte","10/30/2022","01/09/2023","EA/AM H5N1","Canada goose","Wild bird","Morbidity/Mortality","WY GFD"
"Wyoming","Fremont","12/29/2022","01/09/2023","EA H5N1","Hawk (unidentified)","Wild bird","Morbidity/Mortality","WY GFD"
"South Carolina","Charleston","01/02/2023","01/09/2023","EA H5N1","Gannet","Wild bird","Morbidity/Mortality","Private (non-government) submission"
"South Carolina","Charleston","01/03/2023","01/09/2023","EA H5N1","Brown pelican","Wild bird","Morbidity/Mortality","Private (non-government) submission"
"Colorado","Douglas","12/29/2022","01/09/2023","EA H5N1","Wood duck","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Colorado","Denver","12/27/2022","01/09/2023","EA H5N1","Magpie (unidentified)","Wild bird","Morbidity/Mortality","Private (non-government) submission"
"Colorado","Larimer","01/01/2023","01/09/2023","EA H5N1","Red-tailed hawk","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Louisiana","Cameron","11/28/2022","01/09/2023","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","SCWDS"
"Louisiana","Cameron","11/28/2022","01/09/2023","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","SCWDS"
"Louisiana","Cameron","11/28/2022","01/09/2023","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","SCWDS"
"Louisiana","Morehouse","12/02/2022","01/09/2023","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","SCWDS"
"Louisiana","Morehouse","12/02/2022","01/09/2023","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","SCWDS"
"Louisiana","Morehouse","12/02/2022","01/09/2023","EA/AM H5N1","Greater white-fronted goose","Wild bird","Morbidity/Mortality","SCWDS"
"Louisiana","Morehouse","12/02/2022","01/09/2023","EA/AM H5N1","Greater white-fronted goose","Wild bird","Morbidity/Mortality","SCWDS"
"Louisiana","Morehouse","12/02/2022","01/09/2023","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","SCWDS"
"Louisiana","Morehouse","12/02/2022","01/09/2023","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","SCWDS"
"Louisiana","Morehouse","12/02/2022","01/09/2023","EA/AM H5N1","Ross's goose","Wild bird","Morbidity/Mortality","SCWDS"
"Louisiana","Morehouse","12/02/2022","01/09/2023","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","SCWDS"
"Louisiana","Morehouse","12/02/2022","01/09/2023","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","SCWDS"
"Louisiana","Morehouse","12/02/2022","01/09/2023","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","SCWDS"
"Louisiana","Morehouse","12/02/2022","01/09/2023","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","SCWDS"
"Louisiana","Morehouse","12/02/2022","01/09/2023","EA/AM H5N1","Ross's goose","Wild bird","Morbidity/Mortality","SCWDS"
"Louisiana","Morehouse","12/02/2022","01/09/2023","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","SCWDS"
"Louisiana","Morehouse","12/02/2022","01/09/2023","EA/AM H5N1","Ross's goose","Wild bird","Morbidity/Mortality","SCWDS"
"Louisiana","Morehouse","12/02/2022","01/09/2023","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","SCWDS"
"Louisiana","Morehouse","12/02/2022","01/09/2023","EA/AM H5N1","Snow goose","Wild bird","Morbidity/Mortality","SCWDS"
